order,season,episode,character_killed,killer,method,method_cat,location,importance
3121,8,3,Dothraki rider,Wight,Unknown,Unknown,Winterfell,1.0
3122,8,3,Horse,Wight,Unknown,Unknown,Winterfell,1.0
3123,8,3,Dothraki rider,Wight,Unknown,Unknown,Winterfell,1.0
3124,8,3,Horse,Wight,Unknown,Unknown,Winterfell,1.0
3125,8,3,Dothraki rider,Wight,Unknown,Unknown,Winterfell,1.0
3126,8,3,Horse,Wight,Unknown,Unknown,Winterfell,1.0
3127,8,3,Dothraki rider,Wight,Unknown,Unknown,Winterfell,1.0
3128,8,3,Horse,Wight,Unknown,Unknown,Winterfell,1.0
3129,8,3,Dothraki rider,Wight,Unknown,Unknown,Winterfell,1.0
3130,8,3,Horse,Wight,Unknown,Unknown,Winterfell,1.0
3131,8,3,Dothraki rider,Wight,Unknown,Unknown,Winterfell,1.0
3132,8,3,Horse,Wight,Unknown,Unknown,Winterfell,1.0
3133,8,3,Dothraki rider,Wight,Unknown,Unknown,Winterfell,1.0
3134,8,3,Horse,Wight,Unknown,Unknown,Winterfell,1.0
3135,8,3,Dothraki rider,Wight,Unknown,Unknown,Winterfell,1.0
3136,8,3,Horse,Wight,Unknown,Unknown,Winterfell,1.0
3137,8,3,Dothraki rider,Wight,Unknown,Unknown,Winterfell,1.0
3138,8,3,Horse,Wight,Unknown,Unknown,Winterfell,1.0
3139,8,3,Dothraki rider,Wight,Unknown,Unknown,Winterfell,1.0
3140,8,3,Horse,Wight,Unknown,Unknown,Winterfell,1.0
3141,8,3,Dothraki rider,Wight,Unknown,Unknown,Winterfell,1.0
3142,8,3,Horse,Wight,Unknown,Unknown,Winterfell,1.0
3143,8,3,Dothraki rider,Wight,Unknown,Unknown,Winterfell,1.0
3144,8,3,Horse,Wight,Unknown,Unknown,Winterfell,1.0
3145,8,3,Dothraki rider,Wight,Unknown,Unknown,Winterfell,1.0
3146,8,3,Horse,Wight,Unknown,Unknown,Winterfell,1.0
3147,8,3,Dothraki rider,Wight,Unknown,Unknown,Winterfell,1.0
3148,8,3,Horse,Wight,Unknown,Unknown,Winterfell,1.0
3149,8,3,Dothraki rider,Wight,Unknown,Unknown,Winterfell,1.0
3150,8,3,Horse,Wight,Unknown,Unknown,Winterfell,1.0
3151,8,3,Dothraki rider,Wight,Unknown,Unknown,Winterfell,1.0
3152,8,3,Horse,Wight,Unknown,Unknown,Winterfell,1.0
3153,8,3,Dothraki rider,Wight,Unknown,Unknown,Winterfell,1.0
3154,8,3,Horse,Wight,Unknown,Unknown,Winterfell,1.0
3155,8,3,Dothraki rider,Wight,Unknown,Unknown,Winterfell,1.0
3156,8,3,Horse,Wight,Unknown,Unknown,Winterfell,1.0
3157,8,3,Dothraki rider,Wight,Unknown,Unknown,Winterfell,1.0
3158,8,3,Horse,Wight,Unknown,Unknown,Winterfell,1.0
3159,8,3,Dothraki rider,Wight,Unknown,Unknown,Winterfell,1.0
3160,8,3,Horse,Wight,Unknown,Unknown,Winterfell,1.0
3161,8,3,Dothraki rider,Wight,Unknown,Unknown,Winterfell,1.0
3162,8,3,Horse,Wight,Unknown,Unknown,Winterfell,1.0
3163,8,3,Dothraki rider,Wight,Unknown,Unknown,Winterfell,1.0
3164,8,3,Horse,Wight,Unknown,Unknown,Winterfell,1.0
3165,8,3,Dothraki rider,Wight,Unknown,Unknown,Winterfell,1.0
3166,8,3,Horse,Wight,Unknown,Unknown,Winterfell,1.0
3167,8,3,Dothraki rider,Wight,Unknown,Unknown,Winterfell,1.0
3168,8,3,Horse,Wight,Unknown,Unknown,Winterfell,1.0
3169,8,3,Dothraki rider,Wight,Unknown,Unknown,Winterfell,1.0
3170,8,3,Horse,Wight,Unknown,Unknown,Winterfell,1.0
3171,8,3,Dothraki rider,Wight,Unknown,Unknown,Winterfell,1.0
3172,8,3,Horse,Wight,Unknown,Unknown,Winterfell,1.0
3173,8,3,Dothraki rider,Wight,Unknown,Unknown,Winterfell,1.0
3174,8,3,Horse,Wight,Unknown,Unknown,Winterfell,1.0
3175,8,3,Dothraki rider,Wight,Unknown,Unknown,Winterfell,1.0
3176,8,3,Horse,Wight,Unknown,Unknown,Winterfell,1.0
3177,8,3,Dothraki rider,Wight,Unknown,Unknown,Winterfell,1.0
3178,8,3,Horse,Wight,Unknown,Unknown,Winterfell,1.0
3179,8,3,Dothraki rider,Wight,Unknown,Unknown,Winterfell,1.0
3180,8,3,Horse,Wight,Unknown,Unknown,Winterfell,1.0
3181,8,3,Dothraki rider,Wight,Unknown,Unknown,Winterfell,1.0
3182,8,3,Horse,Wight,Unknown,Unknown,Winterfell,1.0
3183,8,3,Dothraki rider,Wight,Unknown,Unknown,Winterfell,1.0
3184,8,3,Horse,Wight,Unknown,Unknown,Winterfell,1.0
3185,8,3,Dothraki rider,Wight,Unknown,Unknown,Winterfell,1.0
3186,8,3,Horse,Wight,Unknown,Unknown,Winterfell,1.0
3187,8,3,Dothraki rider,Wight,Unknown,Unknown,Winterfell,1.0
3188,8,3,Horse,Wight,Unknown,Unknown,Winterfell,1.0
3189,8,3,Dothraki rider,Wight,Unknown,Unknown,Winterfell,1.0
3190,8,3,Horse,Wight,Unknown,Unknown,Winterfell,1.0
3191,8,3,Dothraki rider,Wight,Unknown,Unknown,Winterfell,1.0
3192,8,3,Horse,Wight,Unknown,Unknown,Winterfell,1.0
3193,8,3,Dothraki rider,Wight,Unknown,Unknown,Winterfell,1.0
3194,8,3,Horse,Wight,Unknown,Unknown,Winterfell,1.0
3195,8,3,Dothraki rider,Wight,Unknown,Unknown,Winterfell,1.0
3196,8,3,Horse,Wight,Unknown,Unknown,Winterfell,1.0
3197,8,3,Dothraki rider,Wight,Unknown,Unknown,Winterfell,1.0
3198,8,3,Horse,Wight,Unknown,Unknown,Winterfell,1.0
3199,8,3,Dothraki rider,Wight,Unknown,Unknown,Winterfell,1.0
3200,8,3,Horse,Wight,Unknown,Unknown,Winterfell,1.0
3201,8,3,Dothraki rider,Wight,Unknown,Unknown,Winterfell,1.0
3202,8,3,Horse,Wight,Unknown,Unknown,Winterfell,1.0
3203,8,3,Dothraki rider,Wight,Unknown,Unknown,Winterfell,1.0
3204,8,3,Horse,Wight,Unknown,Unknown,Winterfell,1.0
3205,8,3,Dothraki rider,Wight,Unknown,Unknown,Winterfell,1.0
3206,8,3,Horse,Wight,Unknown,Unknown,Winterfell,1.0
3207,8,3,Dothraki rider,Wight,Unknown,Unknown,Winterfell,1.0
3208,8,3,Horse,Wight,Unknown,Unknown,Winterfell,1.0
3209,8,3,Dothraki rider,Wight,Unknown,Unknown,Winterfell,1.0
3210,8,3,Horse,Wight,Unknown,Unknown,Winterfell,1.0
3211,8,3,Dothraki rider,Wight,Unknown,Unknown,Winterfell,1.0
3212,8,3,Horse,Wight,Unknown,Unknown,Winterfell,1.0
3213,8,3,Dothraki rider,Wight,Unknown,Unknown,Winterfell,1.0
3214,8,3,Horse,Wight,Unknown,Unknown,Winterfell,1.0
3215,8,3,Dothraki rider,Wight,Unknown,Unknown,Winterfell,1.0
3216,8,3,Horse,Wight,Unknown,Unknown,Winterfell,1.0
3217,8,3,Dothraki rider,Wight,Unknown,Unknown,Winterfell,1.0
3218,8,3,Horse,Wight,Unknown,Unknown,Winterfell,1.0
3219,8,3,Dothraki rider,Wight,Unknown,Unknown,Winterfell,1.0
3220,8,3,Horse,Wight,Unknown,Unknown,Winterfell,1.0
3221,8,3,Dothraki rider,Wight,Unknown,Unknown,Winterfell,1.0
3222,8,3,Horse,Wight,Unknown,Unknown,Winterfell,1.0
3223,8,3,Dothraki rider,Wight,Unknown,Unknown,Winterfell,1.0
3224,8,3,Horse,Wight,Unknown,Unknown,Winterfell,1.0
3225,8,3,Dothraki rider,Wight,Unknown,Unknown,Winterfell,1.0
3226,8,3,Horse,Wight,Unknown,Unknown,Winterfell,1.0
3227,8,3,Dothraki rider,Wight,Unknown,Unknown,Winterfell,1.0
3228,8,3,Horse,Wight,Unknown,Unknown,Winterfell,1.0
3229,8,3,Dothraki rider,Wight,Unknown,Unknown,Winterfell,1.0
3230,8,3,Horse,Wight,Unknown,Unknown,Winterfell,1.0
3231,8,3,Dothraki rider,Wight,Unknown,Unknown,Winterfell,1.0
3232,8,3,Horse,Wight,Unknown,Unknown,Winterfell,1.0
3233,8,3,Dothraki rider,Wight,Unknown,Unknown,Winterfell,1.0
3234,8,3,Horse,Wight,Unknown,Unknown,Winterfell,1.0
3235,8,3,Dothraki rider,Wight,Unknown,Unknown,Winterfell,1.0
3236,8,3,Horse,Wight,Unknown,Unknown,Winterfell,1.0
3237,8,3,Dothraki rider,Wight,Unknown,Unknown,Winterfell,1.0
3238,8,3,Horse,Wight,Unknown,Unknown,Winterfell,1.0
3239,8,3,Dothraki rider,Wight,Unknown,Unknown,Winterfell,1.0
3240,8,3,Horse,Wight,Unknown,Unknown,Winterfell,1.0
3241,8,3,Dothraki rider,Wight,Unknown,Unknown,Winterfell,1.0
3242,8,3,Horse,Wight,Unknown,Unknown,Winterfell,1.0
3243,8,3,Dothraki rider,Wight,Unknown,Unknown,Winterfell,1.0
3244,8,3,Horse,Wight,Unknown,Unknown,Winterfell,1.0
3245,8,3,Dothraki rider,Wight,Unknown,Unknown,Winterfell,1.0
3246,8,3,Horse,Wight,Unknown,Unknown,Winterfell,1.0
3247,8,3,Dothraki rider,Wight,Unknown,Unknown,Winterfell,1.0
3248,8,3,Horse,Wight,Unknown,Unknown,Winterfell,1.0
3249,8,3,Dothraki rider,Wight,Unknown,Unknown,Winterfell,1.0
3250,8,3,Horse,Wight,Unknown,Unknown,Winterfell,1.0
3251,8,3,Dothraki rider,Wight,Unknown,Unknown,Winterfell,1.0
3252,8,3,Horse,Wight,Unknown,Unknown,Winterfell,1.0
3253,8,3,Dothraki rider,Wight,Unknown,Unknown,Winterfell,1.0
3254,8,3,Horse,Wight,Unknown,Unknown,Winterfell,1.0
3255,8,3,Dothraki rider,Wight,Unknown,Unknown,Winterfell,1.0
3256,8,3,Horse,Wight,Unknown,Unknown,Winterfell,1.0
3257,8,3,Dothraki rider,Wight,Unknown,Unknown,Winterfell,1.0
3258,8,3,Horse,Wight,Unknown,Unknown,Winterfell,1.0
3259,8,3,Dothraki rider,Wight,Unknown,Unknown,Winterfell,1.0
3260,8,3,Horse,Wight,Unknown,Unknown,Winterfell,1.0
3261,8,3,Dothraki rider,Wight,Unknown,Unknown,Winterfell,1.0
3262,8,3,Horse,Wight,Unknown,Unknown,Winterfell,1.0
3263,8,3,Dothraki rider,Wight,Unknown,Unknown,Winterfell,1.0
3264,8,3,Horse,Wight,Unknown,Unknown,Winterfell,1.0
3265,8,3,Dothraki rider,Wight,Unknown,Unknown,Winterfell,1.0
3266,8,3,Horse,Wight,Unknown,Unknown,Winterfell,1.0
3267,8,3,Dothraki rider,Wight,Unknown,Unknown,Winterfell,1.0
3268,8,3,Horse,Wight,Unknown,Unknown,Winterfell,1.0
3269,8,3,Dothraki rider,Wight,Unknown,Unknown,Winterfell,1.0
3270,8,3,Horse,Wight,Unknown,Unknown,Winterfell,1.0
3271,8,3,Dothraki rider,Wight,Unknown,Unknown,Winterfell,1.0
3272,8,3,Horse,Wight,Unknown,Unknown,Winterfell,1.0
3273,8,3,Dothraki rider,Wight,Unknown,Unknown,Winterfell,1.0
3274,8,3,Horse,Wight,Unknown,Unknown,Winterfell,1.0
3275,8,3,Dothraki rider,Wight,Unknown,Unknown,Winterfell,1.0
3276,8,3,Horse,Wight,Unknown,Unknown,Winterfell,1.0
3277,8,3,Dothraki rider,Wight,Unknown,Unknown,Winterfell,1.0
3278,8,3,Horse,Wight,Unknown,Unknown,Winterfell,1.0
3279,8,3,Dothraki rider,Wight,Unknown,Unknown,Winterfell,1.0
3280,8,3,Horse,Wight,Unknown,Unknown,Winterfell,1.0
3281,8,3,Dothraki rider,Wight,Unknown,Unknown,Winterfell,1.0
3282,8,3,Horse,Wight,Unknown,Unknown,Winterfell,1.0
3283,8,3,Dothraki rider,Wight,Unknown,Unknown,Winterfell,1.0
3284,8,3,Horse,Wight,Unknown,Unknown,Winterfell,1.0
3285,8,3,Dothraki rider,Wight,Unknown,Unknown,Winterfell,1.0
3286,8,3,Horse,Wight,Unknown,Unknown,Winterfell,1.0
3287,8,3,Dothraki rider,Wight,Unknown,Unknown,Winterfell,1.0
3288,8,3,Horse,Wight,Unknown,Unknown,Winterfell,1.0
3289,8,3,Dothraki rider,Wight,Unknown,Unknown,Winterfell,1.0
3290,8,3,Horse,Wight,Unknown,Unknown,Winterfell,1.0
3291,8,3,Dothraki rider,Wight,Unknown,Unknown,Winterfell,1.0
3292,8,3,Horse,Wight,Unknown,Unknown,Winterfell,1.0
3293,8,3,Dothraki rider,Wight,Unknown,Unknown,Winterfell,1.0
3294,8,3,Horse,Wight,Unknown,Unknown,Winterfell,1.0
3295,8,3,Dothraki rider,Wight,Unknown,Unknown,Winterfell,1.0
3296,8,3,Horse,Wight,Unknown,Unknown,Winterfell,1.0
3297,8,3,Dothraki rider,Wight,Unknown,Unknown,Winterfell,1.0
3298,8,3,Horse,Wight,Unknown,Unknown,Winterfell,1.0
3299,8,3,Dothraki rider,Wight,Unknown,Unknown,Winterfell,1.0
3300,8,3,Horse,Wight,Unknown,Unknown,Winterfell,1.0
3301,8,3,Dothraki rider,Wight,Unknown,Unknown,Winterfell,1.0
3302,8,3,Horse,Wight,Unknown,Unknown,Winterfell,1.0
3303,8,3,Dothraki rider,Wight,Unknown,Unknown,Winterfell,1.0
3304,8,3,Horse,Wight,Unknown,Unknown,Winterfell,1.0
3305,8,3,Dothraki rider,Wight,Unknown,Unknown,Winterfell,1.0
3306,8,3,Horse,Wight,Unknown,Unknown,Winterfell,1.0
3307,8,3,Dothraki rider,Wight,Unknown,Unknown,Winterfell,1.0
3308,8,3,Horse,Wight,Unknown,Unknown,Winterfell,1.0
3309,8,3,Dothraki rider,Wight,Unknown,Unknown,Winterfell,1.0
3310,8,3,Horse,Wight,Unknown,Unknown,Winterfell,1.0
3311,8,3,Dothraki rider,Wight,Unknown,Unknown,Winterfell,1.0
3312,8,3,Horse,Wight,Unknown,Unknown,Winterfell,1.0
3313,8,3,Dothraki rider,Wight,Unknown,Unknown,Winterfell,1.0
3314,8,3,Horse,Wight,Unknown,Unknown,Winterfell,1.0
3315,8,3,Dothraki rider,Wight,Unknown,Unknown,Winterfell,1.0
3316,8,3,Horse,Wight,Unknown,Unknown,Winterfell,1.0
3317,8,3,Dothraki rider,Wight,Unknown,Unknown,Winterfell,1.0
3318,8,3,Horse,Wight,Unknown,Unknown,Winterfell,1.0
3319,8,3,Dothraki rider,Wight,Unknown,Unknown,Winterfell,1.0
3320,8,3,Horse,Wight,Unknown,Unknown,Winterfell,1.0
3321,8,3,Dothraki rider,Wight,Unknown,Unknown,Winterfell,1.0
3322,8,3,Horse,Wight,Unknown,Unknown,Winterfell,1.0
3323,8,3,Dothraki rider,Wight,Unknown,Unknown,Winterfell,1.0
3324,8,3,Horse,Wight,Unknown,Unknown,Winterfell,1.0
3325,8,3,Dothraki rider,Wight,Unknown,Unknown,Winterfell,1.0
3326,8,3,Horse,Wight,Unknown,Unknown,Winterfell,1.0
3327,8,3,Dothraki rider,Wight,Unknown,Unknown,Winterfell,1.0
3328,8,3,Horse,Wight,Unknown,Unknown,Winterfell,1.0
3329,8,3,Dothraki rider,Wight,Unknown,Unknown,Winterfell,1.0
3330,8,3,Horse,Wight,Unknown,Unknown,Winterfell,1.0
3331,8,3,Dothraki rider,Wight,Unknown,Unknown,Winterfell,1.0
3332,8,3,Horse,Wight,Unknown,Unknown,Winterfell,1.0
3333,8,3,Dothraki rider,Wight,Unknown,Unknown,Winterfell,1.0
3334,8,3,Horse,Wight,Unknown,Unknown,Winterfell,1.0
3335,8,3,Dothraki rider,Wight,Unknown,Unknown,Winterfell,1.0
3336,8,3,Horse,Wight,Unknown,Unknown,Winterfell,1.0
3337,8,3,Dothraki rider,Wight,Unknown,Unknown,Winterfell,1.0
3338,8,3,Horse,Wight,Unknown,Unknown,Winterfell,1.0
3339,8,3,Dothraki rider,Wight,Unknown,Unknown,Winterfell,1.0
3340,8,3,Horse,Wight,Unknown,Unknown,Winterfell,1.0
3341,8,3,Dothraki rider,Wight,Unknown,Unknown,Winterfell,1.0
3342,8,3,Horse,Wight,Unknown,Unknown,Winterfell,1.0
3343,8,3,Dothraki rider,Wight,Unknown,Unknown,Winterfell,1.0
3344,8,3,Horse,Wight,Unknown,Unknown,Winterfell,1.0
3345,8,3,Dothraki rider,Wight,Unknown,Unknown,Winterfell,1.0
3346,8,3,Horse,Wight,Unknown,Unknown,Winterfell,1.0
3347,8,3,Dothraki rider,Wight,Unknown,Unknown,Winterfell,1.0
3348,8,3,Horse,Wight,Unknown,Unknown,Winterfell,1.0
3349,8,3,Dothraki rider,Wight,Unknown,Unknown,Winterfell,1.0
3350,8,3,Horse,Wight,Unknown,Unknown,Winterfell,1.0
3351,8,3,Dothraki rider,Wight,Unknown,Unknown,Winterfell,1.0
3352,8,3,Horse,Wight,Unknown,Unknown,Winterfell,1.0
3353,8,3,Dothraki rider,Wight,Unknown,Unknown,Winterfell,1.0
3354,8,3,Horse,Wight,Unknown,Unknown,Winterfell,1.0
3355,8,3,Dothraki rider,Wight,Unknown,Unknown,Winterfell,1.0
3356,8,3,Horse,Wight,Unknown,Unknown,Winterfell,1.0
3357,8,3,Dothraki rider,Wight,Unknown,Unknown,Winterfell,1.0
3358,8,3,Horse,Wight,Unknown,Unknown,Winterfell,1.0
3359,8,3,Dothraki rider,Wight,Unknown,Unknown,Winterfell,1.0
3360,8,3,Horse,Wight,Unknown,Unknown,Winterfell,1.0
3361,8,3,Dothraki rider,Wight,Unknown,Unknown,Winterfell,1.0
3362,8,3,Horse,Wight,Unknown,Unknown,Winterfell,1.0
3363,8,3,Dothraki rider,Wight,Unknown,Unknown,Winterfell,1.0
3364,8,3,Horse,Wight,Unknown,Unknown,Winterfell,1.0
3365,8,3,Dothraki rider,Wight,Unknown,Unknown,Winterfell,1.0
3366,8,3,Horse,Wight,Unknown,Unknown,Winterfell,1.0
3367,8,3,Dothraki rider,Wight,Unknown,Unknown,Winterfell,1.0
3368,8,3,Horse,Wight,Unknown,Unknown,Winterfell,1.0
3369,8,3,Dothraki rider,Wight,Unknown,Unknown,Winterfell,1.0
3370,8,3,Horse,Wight,Unknown,Unknown,Winterfell,1.0
3371,8,3,Dothraki rider,Wight,Unknown,Unknown,Winterfell,1.0
3372,8,3,Horse,Wight,Unknown,Unknown,Winterfell,1.0
3373,8,3,Dothraki rider,Wight,Unknown,Unknown,Winterfell,1.0
3374,8,3,Horse,Wight,Unknown,Unknown,Winterfell,1.0
3375,8,3,Dothraki rider,Wight,Unknown,Unknown,Winterfell,1.0
3376,8,3,Horse,Wight,Unknown,Unknown,Winterfell,1.0
3377,8,3,Dothraki rider,Wight,Unknown,Unknown,Winterfell,1.0
3378,8,3,Horse,Wight,Unknown,Unknown,Winterfell,1.0
3379,8,3,Dothraki rider,Wight,Unknown,Unknown,Winterfell,1.0
3380,8,3,Horse,Wight,Unknown,Unknown,Winterfell,1.0
3381,8,3,Dothraki rider,Wight,Unknown,Unknown,Winterfell,1.0
3382,8,3,Horse,Wight,Unknown,Unknown,Winterfell,1.0
3383,8,3,Dothraki rider,Wight,Unknown,Unknown,Winterfell,1.0
3384,8,3,Horse,Wight,Unknown,Unknown,Winterfell,1.0
3385,8,3,Dothraki rider,Wight,Unknown,Unknown,Winterfell,1.0
3386,8,3,Horse,Wight,Unknown,Unknown,Winterfell,1.0
3387,8,3,Dothraki rider,Wight,Unknown,Unknown,Winterfell,1.0
3388,8,3,Horse,Wight,Unknown,Unknown,Winterfell,1.0
3389,8,3,Dothraki rider,Wight,Unknown,Unknown,Winterfell,1.0
3390,8,3,Horse,Wight,Unknown,Unknown,Winterfell,1.0
3391,8,3,Dothraki rider,Wight,Unknown,Unknown,Winterfell,1.0
3392,8,3,Horse,Wight,Unknown,Unknown,Winterfell,1.0
3393,8,3,Dothraki rider,Wight,Unknown,Unknown,Winterfell,1.0
3394,8,3,Horse,Wight,Unknown,Unknown,Winterfell,1.0
3395,8,3,Dothraki rider,Wight,Unknown,Unknown,Winterfell,1.0
3396,8,3,Horse,Wight,Unknown,Unknown,Winterfell,1.0
3397,8,3,Dothraki rider,Wight,Unknown,Unknown,Winterfell,1.0
3398,8,3,Horse,Wight,Unknown,Unknown,Winterfell,1.0
3399,8,3,Dothraki rider,Wight,Unknown,Unknown,Winterfell,1.0
3400,8,3,Horse,Wight,Unknown,Unknown,Winterfell,1.0
3401,8,3,Dothraki rider,Wight,Unknown,Unknown,Winterfell,1.0
3402,8,3,Horse,Wight,Unknown,Unknown,Winterfell,1.0
3403,8,3,Dothraki rider,Wight,Unknown,Unknown,Winterfell,1.0
3404,8,3,Horse,Wight,Unknown,Unknown,Winterfell,1.0
3405,8,3,Dothraki rider,Wight,Unknown,Unknown,Winterfell,1.0
3406,8,3,Horse,Wight,Unknown,Unknown,Winterfell,1.0
3407,8,3,Dothraki rider,Wight,Unknown,Unknown,Winterfell,1.0
3408,8,3,Horse,Wight,Unknown,Unknown,Winterfell,1.0
3409,8,3,Dothraki rider,Wight,Unknown,Unknown,Winterfell,1.0
3410,8,3,Horse,Wight,Unknown,Unknown,Winterfell,1.0
3411,8,3,Dothraki rider,Wight,Unknown,Unknown,Winterfell,1.0
3412,8,3,Horse,Wight,Unknown,Unknown,Winterfell,1.0
3413,8,3,Dothraki rider,Wight,Unknown,Unknown,Winterfell,1.0
3414,8,3,Horse,Wight,Unknown,Unknown,Winterfell,1.0
3415,8,3,Dothraki rider,Wight,Unknown,Unknown,Winterfell,1.0
3416,8,3,Horse,Wight,Unknown,Unknown,Winterfell,1.0
3417,8,3,Dothraki rider,Wight,Unknown,Unknown,Winterfell,1.0
3418,8,3,Horse,Wight,Unknown,Unknown,Winterfell,1.0
3419,8,3,Dothraki rider,Wight,Unknown,Unknown,Winterfell,1.0
3420,8,3,Horse,Wight,Unknown,Unknown,Winterfell,1.0
3421,8,3,Dothraki rider,Wight,Unknown,Unknown,Winterfell,1.0
3422,8,3,Horse,Wight,Unknown,Unknown,Winterfell,1.0
3423,8,3,Dothraki rider,Wight,Unknown,Unknown,Winterfell,1.0
3424,8,3,Horse,Wight,Unknown,Unknown,Winterfell,1.0
3425,8,3,Dothraki rider,Wight,Unknown,Unknown,Winterfell,1.0
3426,8,3,Horse,Wight,Unknown,Unknown,Winterfell,1.0
3427,8,3,Dothraki rider,Wight,Unknown,Unknown,Winterfell,1.0
3428,8,3,Horse,Wight,Unknown,Unknown,Winterfell,1.0
3429,8,3,Dothraki rider,Wight,Unknown,Unknown,Winterfell,1.0
3430,8,3,Horse,Wight,Unknown,Unknown,Winterfell,1.0
3431,8,3,Dothraki rider,Wight,Unknown,Unknown,Winterfell,1.0
3432,8,3,Horse,Wight,Unknown,Unknown,Winterfell,1.0
3433,8,3,Dothraki rider,Wight,Unknown,Unknown,Winterfell,1.0
3434,8,3,Horse,Wight,Unknown,Unknown,Winterfell,1.0
3435,8,3,Dothraki rider,Wight,Unknown,Unknown,Winterfell,1.0
3436,8,3,Horse,Wight,Unknown,Unknown,Winterfell,1.0
3437,8,3,Dothraki rider,Wight,Unknown,Unknown,Winterfell,1.0
3438,8,3,Horse,Wight,Unknown,Unknown,Winterfell,1.0
3439,8,3,Dothraki rider,Wight,Unknown,Unknown,Winterfell,1.0
3440,8,3,Horse,Wight,Unknown,Unknown,Winterfell,1.0
3441,8,3,Dothraki rider,Wight,Unknown,Unknown,Winterfell,1.0
3442,8,3,Horse,Wight,Unknown,Unknown,Winterfell,1.0
3443,8,3,Dothraki rider,Wight,Unknown,Unknown,Winterfell,1.0
3444,8,3,Horse,Wight,Unknown,Unknown,Winterfell,1.0
3445,8,3,Dothraki rider,Wight,Unknown,Unknown,Winterfell,1.0
3446,8,3,Horse,Wight,Unknown,Unknown,Winterfell,1.0
3447,8,3,Dothraki rider,Wight,Unknown,Unknown,Winterfell,1.0
3448,8,3,Horse,Wight,Unknown,Unknown,Winterfell,1.0
3449,8,3,Dothraki rider,Wight,Unknown,Unknown,Winterfell,1.0
3450,8,3,Horse,Wight,Unknown,Unknown,Winterfell,1.0
3451,8,3,Dothraki rider,Wight,Unknown,Unknown,Winterfell,1.0
3452,8,3,Horse,Wight,Unknown,Unknown,Winterfell,1.0
3453,8,3,Dothraki rider,Wight,Unknown,Unknown,Winterfell,1.0
3454,8,3,Horse,Wight,Unknown,Unknown,Winterfell,1.0
3455,8,3,Dothraki rider,Wight,Unknown,Unknown,Winterfell,1.0
3456,8,3,Horse,Wight,Unknown,Unknown,Winterfell,1.0
3457,8,3,Dothraki rider,Wight,Unknown,Unknown,Winterfell,1.0
3458,8,3,Horse,Wight,Unknown,Unknown,Winterfell,1.0
3459,8,3,Dothraki rider,Wight,Unknown,Unknown,Winterfell,1.0
3460,8,3,Horse,Wight,Unknown,Unknown,Winterfell,1.0
3461,8,3,Dothraki rider,Wight,Unknown,Unknown,Winterfell,1.0
3462,8,3,Horse,Wight,Unknown,Unknown,Winterfell,1.0
3463,8,3,Dothraki rider,Wight,Unknown,Unknown,Winterfell,1.0
3464,8,3,Horse,Wight,Unknown,Unknown,Winterfell,1.0
3465,8,3,Dothraki rider,Wight,Unknown,Unknown,Winterfell,1.0
3466,8,3,Horse,Wight,Unknown,Unknown,Winterfell,1.0
3467,8,3,Dothraki rider,Wight,Unknown,Unknown,Winterfell,1.0
3468,8,3,Horse,Wight,Unknown,Unknown,Winterfell,1.0
3469,8,3,Dothraki rider,Wight,Unknown,Unknown,Winterfell,1.0
3470,8,3,Horse,Wight,Unknown,Unknown,Winterfell,1.0
3471,8,3,Dothraki rider,Wight,Unknown,Unknown,Winterfell,1.0
3472,8,3,Horse,Wight,Unknown,Unknown,Winterfell,1.0
3473,8,3,Dothraki rider,Wight,Unknown,Unknown,Winterfell,1.0
3474,8,3,Horse,Wight,Unknown,Unknown,Winterfell,1.0
3475,8,3,Dothraki rider,Wight,Unknown,Unknown,Winterfell,1.0
3476,8,3,Horse,Wight,Unknown,Unknown,Winterfell,1.0
3477,8,3,Dothraki rider,Wight,Unknown,Unknown,Winterfell,1.0
3478,8,3,Horse,Wight,Unknown,Unknown,Winterfell,1.0
3479,8,3,Dothraki rider,Wight,Unknown,Unknown,Winterfell,1.0
3480,8,3,Horse,Wight,Unknown,Unknown,Winterfell,1.0
3481,8,3,Dothraki rider,Wight,Unknown,Unknown,Winterfell,1.0
3482,8,3,Horse,Wight,Unknown,Unknown,Winterfell,1.0
3483,8,3,Dothraki rider,Wight,Unknown,Unknown,Winterfell,1.0
3484,8,3,Horse,Wight,Unknown,Unknown,Winterfell,1.0
3485,8,3,Dothraki rider,Wight,Unknown,Unknown,Winterfell,1.0
3486,8,3,Horse,Wight,Unknown,Unknown,Winterfell,1.0
3487,8,3,Dothraki rider,Wight,Unknown,Unknown,Winterfell,1.0
3488,8,3,Horse,Wight,Unknown,Unknown,Winterfell,1.0
3489,8,3,Dothraki rider,Wight,Unknown,Unknown,Winterfell,1.0
3490,8,3,Horse,Wight,Unknown,Unknown,Winterfell,1.0
3491,8,3,Dothraki rider,Wight,Unknown,Unknown,Winterfell,1.0
3492,8,3,Horse,Wight,Unknown,Unknown,Winterfell,1.0
3493,8,3,Dothraki rider,Wight,Unknown,Unknown,Winterfell,1.0
3494,8,3,Horse,Wight,Unknown,Unknown,Winterfell,1.0
3495,8,3,Dothraki rider,Wight,Unknown,Unknown,Winterfell,1.0
3496,8,3,Horse,Wight,Unknown,Unknown,Winterfell,1.0
3497,8,3,Dothraki rider,Wight,Unknown,Unknown,Winterfell,1.0
